유치원명,주소,행정동,위도,경도
서울영풍초등학교병설유치원,서울특별시 송파구 오금로57길 15,거여1동,37.4952439,127.1411986
서울위례솔초등학교병설유치원,서울특별시 송파구 위례북로2길 12,위례동,0.0,0.0
서울솔가람유치원분원,서울특별시 송파구 위례순환로 477,위례동,37.4768787,127.1351626
홍익가족유치원,서울특별시 송파구 삼학사로19길 20,삼전동,37.5057731,127.0972956
서울위례별유치원,서울특별시 송파구 위례순환로 371,위례동,37.477636,127.1453546584001
서울송파초등학교병설유치원,서울특별시 송파구 백제고분로 400,송파1동,37.50706605000001,127.1108016216153
서울강월초등학교병설유치원,서울특별시 양천구 신월로 97,신월7동,37.5145678,126.8311568
새서울유치원,서울특별시 양천구 목동서로 340,신정1동,37.5171382,126.8634216
샘터유치원,서울특별시 양천구 신월로 99,신월7동,37.5145678,126.8311568
서울경인유치원,서울특별시 양천구 안양천로 1009,목5동,37.507944,126.8718711
솔샘유치원,서울특별시 양천구 목동서로 130,목5동,37.5171382,126.8634216
서울월촌초등학교병설유치원,서울특별시 양천구 목동중앙로 132,목5동,37.54022525,126.8768431041668
솔밭유치원,서울특별시 양천구 신월로10길 2-1,신월6동,37.5107793,126.8432238
원일유치원,서울특별시 양천구 목동동로 350,목5동,37.532749,126.8778408317164
서울영도초등학교병설유치원,서울특별시 양천구 목동중앙로 70,목5동,37.5320299,126.8682728
동연유치원,서울특별시 양천구 목동중앙북로7길 22,목3동,37.54887365,126.8677302267733
목성유치원,서울특별시 양천구 목동동로 50,신정7동,37.5281789,126.8723294
서울서정초등학교병설유치원,서울특별시 양천구 목동로8길 19,목1동,37.5146044,126.8713452
서울신원초등학교병설유치원,서울특별시 양천구 남부순환로58길 32,신월3동,37.5294476,126.8314363
계상유치원,서울특별시 양천구 남부순환로86길 22,신정3동,37.5127344,126.8400337
서울양목초등학교병설유치원,서울특별시 양천구 목동로11길 30,신정4동,37.5231607,126.862026
세진유치원,서울특별시 양천구 월정로46길 9,신월5동,37.54094705,126.8327615483847
신정유치원,서울특별시 양천구 신정로7길 81-4,신정3동,37.5125898,126.8385155
목동다솜유치원,서울특별시 양천구 월정로9길 23-4,신월4동,37.5244065,126.8388708
사슴유치원,서울특별시 양천구 곰달래로9길 12,신월1동,37.5330168,126.8343455
신예유치원,서울특별시 양천구 신정로 290,신정3동,37.5120789,126.8554161
수영유치원,서울특별시 양천구 목동서로 38,목5동,37.541429,126.8797458983521
아란유치원,서울특별시 양천구 목동서로 100,목5동,37.5171382,126.8634216
서울양화초등학교병설유치원,서울특별시 양천구 목동중앙북로16길 57,목2동,37.54353165,126.8746240006682
튼튼유치원,서울특별시 양천구 중앙로52길 62,신정4동,37.525828,126.8546309
서울신은초등학교병설유치원,서울특별시 양천구 신정이펜2로 30,신정3동,37.5141099,126.8313378
성보유치원,서울특별시 양천구 목동중앙본로7길 13,목4동,37.5390429,126.8676769
어린이의정원유치원,서울특별시 양천구 목동남로4길 6-46,신정7동,37.5087299,126.8661219
광영유치원,서울특별시 양천구 남부순환로30길 17,신월3동,37.5387459,126.8254855
서울강신초등학교병설유치원,서울특별시 양천구 월정로 280,신월5동,37.54313505,126.8293911662613
레인보우유치원,서울특별시 양천구 목동중앙북로24길 19-8,목2동,37.5460278,126.8784712
세화유치원,서울특별시 양천구 목동동로 130,신정6동,37.5281789,126.8723294
양서유치원,서울특별시 양천구 신월로13길 15,신월4동,37.5188186,126.8414114
서울장수초등학교병설유치원,서울특별시 양천구 신정로13가길 30,신정3동,37.5121693,126.843483
등대유치원,서울특별시 양천구 목동동로12길 60,신정2동,37.5220956,126.8774872191343
한서유치원,서울특별시 양천구 목동동로 430,목5동,37.5348099,126.8783553
해림유치원,서울특별시 양천구 목동서로2길 22,목5동,37.5424538,126.8815961
신목유치원,서울특별시 양천구 목동중앙북로10길 7-10,목2동,37.54638345,126.8702144
빛나유치원,서울특별시 양천구 목동로 212,목1동,37.5210807,126.8661404
서울신기초등학교병설유치원,서울특별시 양천구 신정로 292,신정3동,37.5120789,126.8554161
경성유치원,서울특별시 양천구 목동로3길 57,신정7동,37.5116652,126.8629292
등촌유치원,서울특별시 양천구 목동중앙북로8길 46,목3동,37.5465903,126.8649236968547
꿈나무유치원,서울특별시 양천구 목동서로 280,신정6동,37.52224455,126.8682688969238
목동유치원,서울특별시 양천구 오목로42길 13,신정4동,37.5225734,126.8607281
서울양동초등학교병설유치원,서울특별시 양천구 오목로23길 24,신정4동,37.5257497,126.8508336
꿈꾸는유치원,서울특별시 양천구 오목로4길 8,신월4동,37.5209243,126.8418441
세신유치원,서울특별시 양천구 목동동로1길 38,신정1동,37.5167809,126.856966
서울신정유치원,서울특별시 양천구 신정로7길 81-4,신정3동,37.5125898,126.8385155
성모유치원,서울특별시 영등포구 가마산로89길 7,신길7동,37.504172,126.9213488
큰나무유치원,서울특별시 영등포구 도신로 31,대림3동,37.509179,126.9066649
평강유치원,서울특별시 영등포구 신길로 27,대림1동,37.5107607,126.9103059
은하유치원,서울특별시 영등포구 당산로28길 11,당산1동,37.524823,126.8979049
서울윤중초등학교병설유치원,서울특별시 영등포구 여의나루로2길 14,여의동,37.51947730000001,126.9228165294133
무지개영재유치원,서울특별시 영등포구 양산로17길 8,당산1동,37.525731,126.8936664
살레시오성미유치원,서울특별시 영등포구 신길로 93,신길5동,37.5107607,126.9103059
한영유치원,서울특별시 영등포구 영중로41길 5,영등포동,37.5284436,126.9056931
동천유치원,서울특별시 영등포구 신길로40길 10,신길4동,37.506927,126.9119151
명신유치원,서울특별시 영등포구 신길로41라길 13-9,신길3동,37.5077217,126.9076467
우성유치원,서울특별시 영등포구 도신로 68-1,신길3동,37.509179,126.9066649
성락유치원,서울특별시 영등포구 가마산로51길 9,신길3동,37.5039116,126.9013798
서울영동초등학교병설유치원,서울특별시 영등포구 국회대로53길 20,당산2동,37.5279587,126.9069622
서울영등포초등학교병설유치원,서울특별시 영등포구 경인로 756,문래동,37.514956,126.9024538
성심유치원,서울특별시 영등포구 도림로 339,도림동,37.5140864,126.8945363
파란나라유치원,서울특별시 영등포구 도신로8길 17,대림3동,37.5039172,126.8973899
파랑새유치원,서울특별시 영등포구 가마산로 384,대림3동,37.5041156,126.9176808
평화유치원,서울특별시 영등포구 선유동2로 40,당산2동,37.5300466,126.8948308
여의유치원,서울특별시 영등포구 국제금융로7길 3,여의동,37.5235748,126.9332478
굿프랜드유치원,서울특별시 영등포구 대방천로 180,신길6동,37.511473,126.8910655
서울도신초등학교병설유치원,서울특별시 영등포구 도림로53길 32-9,대림3동,37.4973971,126.9006456
청은유치원,서울특별시 영등포구 선유서로 76,양평1동,37.524327,126.8859398
돈보스꼬유치원,서울특별시 영등포구 도영로22길 22,도림동,37.5110468,126.9013504
여의도유치원,서울특별시 영등포구 여의동로 257,여의동,37.5287436,126.9301112
푸른나라유치원,서울특별시 영등포구 당산로35길 3,당산2동,37.5290288,126.8968671
성요셉유치원,서울특별시 영등포구 63로 45,여의동,37.5192018,126.937434
대림유치원,서울특별시 영등포구 디지털로 455-7,대림1동,37.49274,126.90365
신라유치원,서울특별시 영등포구 영등포로64길 8,영등포본동,37.513058,126.9159772
영은유치원,서울특별시 영등포구 양산로 61,양평1동,37.5245662,126.8930457
영중유치원,서울특별시 영등포구 영중로 163,영등포동,37.5312798,126.9050361
서울당중초등학교병설유치원,서울특별시 영등포구 선유로 131,양평1동,37.5296552,126.8928705
서울영중초등학교병설유치원,서울특별시 영등포구 양산로 185,영등포동,37.5245662,126.8930457
서울대동초등학교병설유치원,서울특별시 영등포구 대림로21길 6,대림2동,37.4925516,126.900139
성지유치원,서울특별시 영등포구 도신로29길 28,영등포본동,37.51242,126.9029473
서울대방초등학교병설유치원,서울특별시 영등포구 여의대방로35길 14,신길7동,37.5012818,126.9170467
침례유치원,서울특별시 영등포구 국제금융로 118,여의동,37.5195871,126.9331448
한신혜원유치원,서울특별시 영등포구 양평로24길 9,양평2동,37.5400099,126.8937794
신길에덴유치원,서울특별시 영등포구 신길로38길 21,신길4동,37.5057472,126.9127965
서울영림초등학교병설유치원,서울특별시 영등포구 시흥대로173길 14,대림2동,0.0,0.0
서울대길초등학교병설유치원,서울특별시 영등포구 대방천로 206,신길6동,37.511473,126.8910655
서울우신초등학교병설유치원,서울특별시 영등포구 신길로 190,신길4동,37.5107607,126.9103059
서울선유초등학교병설유치원,서울특별시 영등포구 선유로43가길 14,양평2동,37.5305081,126.8917234
강변유치원,서울특별시 용산구 이촌로84길 9-7,이촌1동,37.5178676,126.9765702
서울한남초등학교병설유치원,서울특별시 용산구 한남대로 112,한남동,37.532887,127.0080648
충신유치원,서울특별시 용산구 이촌로71길 14,이촌1동,37.5211598,126.9728621
일민유치원,서울특별시 용산구 효창원로 17,원효로2동,37.5445482,126.9610105
원유치원,서울특별시 용산구 이촌로81길 14,이촌1동,37.5198253,126.976708
유성유치원,서울특별시 용산구 회나무로13가길 16,이태원2동,37.5414209,126.9917366
정우유치원,서울특별시 용산구 원효로 179,원효로1동,37.5374146,126.9655875
한가람유치원,서울특별시 용산구 이촌로89길 50,이촌1동,37.5191068,126.9795873
도원유치원,서울특별시 용산구 새창로12길 11-8,용문동,37.5378177,126.9562536
서울남정초등학교병설유치원,서울특별시 용산구 원효로64길 17-10,원효로1동,37.535169,126.9644202
신동아큰나무유치원,서울특별시 용산구 이촌로 347,서빙고동,37.518159,126.9851567498659
계성유치원,서울특별시 용산구 효창원로15길 15,원효로2동,37.5361468,126.9532944
대건유치원,서울특별시 용산구 이촌로81길 38,이촌1동,37.5198253,126.976708
서울청파초등학교병설유치원,서울특별시 용산구 효창원로 228,청파동,37.5445482,126.9610105
복자유치원,서울특별시 용산구 후암로34길 21-8,후암동,37.5520538,126.9785436
서울서빙고초등학교병설유치원,서울특별시 용산구 서빙고로51길 14,서빙고동,37.5230784,126.9908587
성심유치원,서울특별시 용산구 보광로24길 9-4,보광동,37.5288773,126.9999615
서울청파유치원,서울특별시 용산구 효창원로 228,청파동,37.5445482,126.9610105
다우림유치원,서울특별시 은평구 증산로21길 22,신사1동,37.5962372,126.912348012798
서울연광초등학교병설유치원,서울특별시 은평구 연서로35길 37,불광2동,37.6239953,126.9252125
궁전유치원,서울특별시 은평구 갈현로33길 24,갈현1동,37.6209522,126.9161497
성아유치원,서울특별시 은평구 응암로14길 21,응암2동,37.5894501,126.919952
성균관유치원,서울특별시 은평구 연서로27길 23,갈현2동,37.6180688,126.9188979
동산유치원,서울특별시 은평구 증산서길 53-9,증산동,37.5790949,126.9026624
서울신도초등학교병설유치원,서울특별시 은평구 진관1로 77-23,진관동,37.63279235,126.9291107224299
서울진관유치원,서울특별시 은평구 진관2로 111-16,진관동,37.6348144,126.9310328345691
서울은빛유치원,서울특별시 은평구 진관3로 73-11,진관동,37.64284795,126.9202945608942
선일유치원,서울특별시 은평구 갈현로29길 27,갈현2동,37.6202891,126.9131465
색동유치원,서울특별시 은평구 갈현로 212-1,갈현2동,37.6255545,126.918725
하늘유치원,서울특별시 은평구 진관1로 77-15,진관동,37.6321459,126.9288096623242
서울구현초등학교병설유치원,서울특별시 은평구 갈현로15길 51,구산동,37.6089913,126.9058937
피노키오유치원,서울특별시 은평구 증산로15길 35-8,신사2동,37.5908654,126.9058047
유정유치원,서울특별시 은평구 진흥로12길 23,녹번동,37.6077841,126.9267882
와우랩유치원,서울특별시 은평구 응암로28길 34,응암2동,37.5940658,126.9219734
보람유치원,서울특별시 은평구 갈현로4길 42,신사1동,37.5999616,126.9140416
서울연은초등학교병설유치원,서울특별시 은평구 백련산로2길 35,응암2동,37.5879257,126.9254836
충암유치원,서울특별시 은평구 가좌로5길 5,응암3동,37.5862196,126.9213403
녹번유치원,서울특별시 은평구 은평로16길 11,응암1동,37.5977311,126.9315942
라라유치원,서울특별시 은평구 갈현로 170-1,구산동,37.6255545,126.918725
하나유치원,서울특별시 은평구 진관4로 93,진관동,37.64814765,126.9298582183277
서울은명초등학교병설유치원,서울특별시 은평구 은평로4길 21-9,응암1동,37.5975017,126.9169437
은혜유치원,서울특별시 은평구 통일로78가길 20,불광1동,37.6192709,126.9265653
효림유치원,서울특별시 은평구 은평터널로 65,수색동,37.5844557,126.8986274
은평국제유치원,서울특별시 은평구 은평로3가길 32,신사1동,37.5998596,126.9135024
예일유치원,서울특별시 은평구 연서로 117,구산동,37.6231559,126.9275563
백합유치원,서울특별시 은평구 연서로14길 14-5,역촌동,37.6086809,126.9172834
보림유치원,서울특별시 은평구 연서로17길 35-1,갈현2동,37.613459,126.9142826
서울수색초등학교병설유치원,서울특별시 은평구 수색로16길 21,수색동,37.5825206,126.8954284
서울연신초등학교병설유치원,서울특별시 은평구 연서로 347,불광2동,37.6231559,126.9275563
엔젤유치원,서울특별시 은평구 진흥로7길 25,역촌동,37.6049033,126.9211961
서문유치원,서울특별시 은평구 가좌로10길 10,응암3동,37.5915868,126.9167566642572
서울은평초등학교병설유치원,서울특별시 은평구 은평로 239,녹번동,37.5985517,126.9132933
서울서신초등학교병설유치원,서울특별시 은평구 은평터널로 150,신사2동,37.5825415,126.896271
자연유치원,서울특별시 은평구 통일로 630-1,녹번동,37.6098826,126.9294772
다우림명문유치원,서울특별시 은평구 진관4로 31,진관동,37.6443474,126.9248333475869
서울연천초등학교병설유치원,서울특별시 은평구 연서로34길 22,불광2동,37.6219878,126.9304429
무지개나라유치원,서울특별시 은평구 가좌로7다길 13,응암3동,37.5846992,126.9182457
자인유치원,서울특별시 은평구 갈현로 169-7,구산동,37.613337,126.9107298873664
바다의별유치원,서울특별시 은평구 통일로 790-1,불광1동,37.6098826,126.9294772
숲유치원,서울특별시 은평구 진관2로 37,진관동,37.63470955,126.9215794499868
새보람유치원,서울특별시 은평구 불광로 107,불광1동,37.6197194,126.9315786
서울불광초등학교병설유치원,서울특별시 은평구 불광로 51,불광1동,37.6183662,126.9335375
서울응암초등학교병설유치원,서울특별시 은평구 가좌로6길 20,응암3동,37.5878331,126.9213004
은평하랑유치원,서울특별시 은평구 은평로16길 9-1,응암1동,37.5977311,126.9315942
서울산울림유치원,서울특별시 은평구 진관4로 93,진관동,37.64814765,126.9298582183277
서울북한산유치원,서울특별시 은평구 진관1로 77-15,진관동,37.6321459,126.9288096623242
서울어울초등학교병설유치원,서울특별시 은평구 통일로 650,녹번동,37.6098826,126.9294772
서울역촌유치원,서울특별시 은평구 진흥로7길 25,역촌동,37.6049033,126.9211961
옥인유치원,서울특별시 종로구 자하문로 69,청운효자동,37.596846,126.9638775
한아름유치원,서울특별시 종로구 혜화로6가길 34,혜화동,37.5899204,127.001022
서울혜화초등학교병설유치원,서울특별시 종로구 혜화로 32,혜화동,37.5875025,126.9998726
배화여자대학교 부속 배화유치원,서울특별시 종로구 필운대로1길 34,청운효자동,37.5785452,126.9668749963906
상명사대부속유치원,서울특별시 종로구 홍지문2길 1,부암동,37.6015518,126.9553807
서울재동초등학교병설유치원,서울특별시 종로구 북촌로4길 7,가회동,37.57961505,126.9856013995462
청룡유치원,서울특별시 종로구 동망산길 62,숭인1동,37.57959,127.01638
운현유치원,서울특별시 종로구 삼일대로 460,종로1.2.3.4가동,37.5691089,126.9878094
서울창신초등학교병설유치원,서울특별시 종로구 지봉로 73,창신1동,37.5722606,127.0161483
봄샘유치원,서울특별시 종로구 율곡로 264,종로5.6가동,37.5757112,127.0039418
하나유치원,서울특별시 종로구 평창길 317,평창동,37.6116695,126.9650669
서울명신초등학교병설유치원,서울특별시 종로구 낙산길 250,창신3동,37.5806057,127.0166287
세종유치원,서울특별시 종로구 사직로8길 9,사직동,37.5753967,126.97002435
세검정유치원,서울특별시 종로구 자하문로 310,부암동,37.596846,126.9638775
혜화유치원,서울특별시 종로구 창경궁로 296,혜화동,37.5854724,127.0047939792376
서울청운초등학교병설유치원,서울특별시 종로구 자하문로 105,청운효자동,37.58573085,126.9695124105787
린덴바움유치원,서울특별시 종로구 통일로12길 51,무악동,37.573505,126.9602153
서울충무초등학교병설유치원,서울특별시 중구 퇴계로50길 13,장충동,37.5616318,127.0018387
영락유치원,서울특별시 중구 수표로 33,을지로동,37.567547,126.9896042
숭의여자대학교부설유치원,서울특별시 중구 소파로2길 10,필동,37.5574448,126.9878648
가명유치원,서울특별시 중구 청파로 447-1,중림동,37.5591207,126.9674944
근화유치원,서울특별시 중구 동호로20길 24,다산동,37.5597955,127.0096995
서울덕수초등학교병설유치원,서울특별시 중구 덕수궁길 140,소공동,37.5683239,126.9745090652769
서울장충유치원,서울특별시 중구 청구로17길 40,다산동,37.5572974,127.0112533
리라유치원,서울특별시 중구 소파로2길 7,필동,37.5574448,126.9878648
약수유치원,서울특별시 중구 동호로10길 30,청구동,37.5567072,127.0130598
신일유치원,서울특별시 중구 동호로10길 27,청구동,37.5567072,127.0130598
한일유치원,서울특별시 중구 퇴계로88다길 5,신당5동,37.5624389,127.0201034
일신유치원,서울특별시 중구 퇴계로6길 36,회현동,37.5572539,126.9785719
수암유치원,서울특별시 중구 다산로 32,약수동,37.5574729,127.012139
서울광희초등학교병설유치원,서울특별시 중구 다산로 269,신당동,37.56755825,127.0151389279656
서울신현초등학교병설유치원,서울특별시 중랑구 봉화산로 188,신내2동,37.6027896,127.0846172
서울신묵초등학교병설유치원,서울특별시 중랑구 동일로149길 46,묵2동,37.60715255,127.0755742638929
서울중곡초등학교병설유치원,서울특별시 중랑구 면목로23길 20,면목4동,37.5734559,127.0830817
서울면동초등학교병설유치원,서울특별시 중랑구 면목로57길 32,면목본동,37.5847733,127.0870447
신일유치원,서울특별시 중랑구 면목로44길 55,면목3.8동,37.5815246,127.092382
아랑유치원,서울특별시 중랑구 중랑역로 47,중화2동,37.6159183,127.0786621
로뎅유치원,서울특별시 중랑구 봉화산로 90,중화1동,37.6020366,127.0845981
영은유치원,서울특별시 중랑구 신내로19길 42,신내2동,37.6157797,127.0929797
서울면목초등학교병설유치원,서울특별시 중랑구 면목로 434,면목본동,37.59116365,127.0877175078311
동국유치원,서울특별시 중랑구 용마산로 250,면목4동,37.6060631,127.1008932
봄내유치원,서울특별시 중랑구 면목로61길 50,면목본동,37.5857821,127.0858748
윤경유치원,서울특별시 중랑구 숙선옹주로 91,묵1동,37.6178937,127.086884
서울묵현초등학교병설유치원,서울특별시 중랑구 동일로157길 75,묵2동,37.6096496,127.0753542
나래유치원,서울특별시 중랑구 봉우재로41길 12,상봉2동,37.5943228,127.0891525
동일유치원,서울특별시 중랑구 면목로35길 21,면목7동,37.5787651,127.0841261
미광유치원,서울특별시 중랑구 용마산로115나길 7,망우본동,37.59789925,127.0966243594857
새샛별유치원,서울특별시 중랑구 망우로 458,망우본동,37.6004459,127.1126625
색동유치원,서울특별시 중랑구 동일로109길 31,면목2동,37.5919724,127.0779293
동성유치원,서울특별시 중랑구 신내로 110,신내1동,37.6007871,127.0964775
이루니유치원,서울특별시 중랑구 신내로7다길 57,상봉1동,37.60160355,127.0918016141826
세종유치원,서울특별시 중랑구 동일로 834,중화1동,37.574111,127.0800331
수산유치원,서울특별시 중랑구 중랑역로 35-1,중화2동,37.6159183,127.0786621
서울동원초등학교병설유치원,서울특별시 중랑구 송림길 114,망우본동,37.6027541,127.1017012
누리에유치원,서울특별시 중랑구 중랑천로 20,면목2동,37.5967857,127.0716638139205
예원유치원,서울특별시 중랑구 신내로 51,신내2동,37.60589715,127.0942703627194
은성유치원,서울특별시 중랑구 동일로 752,중화1동,37.6131461,127.0773865
서울새솔유치원,서울특별시 중랑구 신내역로1길 136,신내1동,37.6149071,127.1060657
새아랑유치원,서울특별시 중랑구 신내로 151,신내2동,37.6007871,127.0964775
서안유치원,서울특별시 중랑구 동일로140길 15,중화1동,37.6054302,127.0829358
미림유치원,서울특별시 중랑구 공릉로 65,묵1동,37.6120493,127.0778172
진달래유치원,서울특별시 중랑구 상봉중앙로1가길 13,상봉1동,37.59875605000001,127.0868816932966
서울면북초등학교병설유치원,서울특별시 중랑구 용마공원로5길 32,망우3동,37.5945683,127.1034875
정암유치원,서울특별시 중랑구 용마산로118길 55,망우본동,37.6014776,127.1043084
서울중랑초등학교병설유치원,서울특별시 중랑구 봉우재로6길 26,면목2동,37.5892269,127.0753256
서울봉화초등학교병설유치원,서울특별시 중랑구 신내로15길 110,신내2동,37.61337,127.09126
서울중흥초등학교병설유치원,서울특별시 중랑구 봉화산로 82,중화1동,37.60671050000001,127.0956151767591
서울양원숲초등학교병설유치원,서울특별시 중랑구 양원역로 95,망우본동,37.60896115,127.1054997079786
서울중목초등학교병설유치원,서울특별시 중랑구 동일로 665,면목2동,37.6131461,127.0773865
